Index;Min(max. R-Score);<max. R-Score>;Std(max. R-Score);<(epoch of max R-Score>;Std(epoch of max R-Score);Min(max. R-Score (Val. set));<max. R-Score (Val. set)>;Std(max. R-Score (Val. set));<epoch of max R-Score (Val. set)>;Std(epoch of max R-Score (Val. set))
606.0;-0.005808703601360321;0.091608926653862;0.06052645668387413;120.94999694824219;40.615623474121094;-589.7970581054688;-118.68768310546875;182.40908813476562;71.5;59.311397552490234
607.0;-0.004478596616536379;0.06524066627025604;0.05161453038454056;106.80000305175781;49.093467712402344;-1034.7010498046875;-167.63922119140625;280.5907897949219;81.0999984741211;57.51969909667969
608.0;-0.0096314437687397;0.05882652848958969;0.04779522866010666;108.05000305175781;47.47129440307617;-1048.9996337890625;-233.6765899658203;305.7494201660156;67.80000305175781;58.05949783325195
609.0;-0.0040569487027823925;0.06816653907299042;0.05190488323569298;108.55000305175781;52.273040771484375;-1094.71044921875;-187.73814392089844;302.50018310546875;70.19999694824219;58.07218551635742
610.0;0.1520337015390396;0.20576810836791992;0.016261501237750053;56.25;33.142234802246094;0.128336101770401;0.154594287276268;0.014580361545085907;41.54999923706055;31.203027725219727
611.0;0.18613475561141968;0.19955000281333923;0.008274944499135017;55.599998474121094;30.448230743408203;0.12378499656915665;0.14832311868667603;0.014276589266955853;37.20000076293945;28.64042091369629
612.0;0.15794196724891663;0.2119007557630539;0.017695287242531776;43.20000076293945;23.19845962524414;0.13286955654621124;0.16090913116931915;0.014959492720663548;36.04999923706055;21.738821029663086
613.0;0.1497257947921753;0.1913371980190277;0.02087714895606041;96.69999694824219;29.113388061523438;-0.026096493005752563;0.07697395235300064;0.0766601637005806;54.75;42.82138442993164
614.0;-0.01229452807456255;0.0768013596534729;0.054056353867053986;124.3499984741211;55.077239990234375;-0.01728992350399494;0.06872416287660599;0.051956869661808014;124.25;55.15802764892578
615.0;-0.015476267784833908;0.0182501208037138;0.02973245643079281;97.75;72.7337417602539;-0.01380259357392788;0.016195060685276985;0.02892083115875721;110.69999694824219;60.86923599243164
616.0;-0.012777497060596943;-0.004435152746737003;0.01493170764297247;25.149999618530273;43.0792121887207;-312.4288330078125;-38.28768539428711;93.00114440917969;53.849998474121094;57.2605094909668
617.0;-0.01797761209309101;0.0010021369671449065;0.022237813100218773;72.0;72.55705261230469;-294.91790771484375;-46.43144607543945;91.96774291992188;68.69999694824219;66.59073638916016
618.0;-0.026979269459843636;-0.01938028074800968;0.0038173762150108814;21.450000762939453;44.1915397644043;-270.75457763671875;-20.46160316467285;62.4603271484375;48.70000076293945;56.2504768371582
619.0;-1.5884851336522843e-6;0.10592038929462433;0.036510270088911057;139.85000610351562;31.402774810791016;-0.30408307909965515;-0.04592382162809372;0.1286534070968628;79.30000305175781;67.28266906738281
620.0;0.07131300121545792;0.10462705045938492;0.017549555748701096;148.85000610351562;2.1095025539398193;-0.4061529338359833;-0.08920681476593018;0.16382592916488647;71.3499984741211;66.8708724975586
621.0;-0.009577985852956772;0.10508106648921967;0.03117424249649048;147.89999389648438;4.191470623016357;-0.287601500749588;-0.02153695560991764;0.11855645477771759;93.55000305175781;66.2248764038086
622.0;0.0029667678754776716;0.06844112277030945;0.025175364688038826;141.89999389648438;26.07257080078125;-71.63578033447266;-3.5781428813934326;16.019285202026367;108.44999694824219;53.45384216308594
623.0;0.03794701769948006;0.07428981363773346;0.020509818568825722;149.5;0.6882472038269043;-2.609865188598633;-0.17257000505924225;0.5821724534034729;100.19999694824219;52.88776779174805
624.0;0.03848665952682495;0.07574619352817535;0.012890803627669811;148.9499969482422;2.4596750736236572;-0.2079562246799469;-0.0021134051494300365;0.07868928462266922;121.69999694824219;40.86061096191406
625.0;0.08290307223796844;0.1882781684398651;0.04193096607923508;19.899999618530273;5.793826103210449;0.053501106798648834;0.1291520893573761;0.04825982451438904;17.25;6.373258113861084
626.0;-0.6188018918037415;-0.03824978321790695;0.2604491114616394;14.149999618530273;6.276731967926025;-7049.9931640625;-2675.6630859375;2040.56591796875;12.050000190734863;4.1100006103515625
627.0;-0.6296842694282532;-0.09101986140012741;0.3078092336654663;17.350000381469727;8.863141059875488;-7105.5712890625;-2623.67333984375;1984.52001953125;17.75;23.659591674804688
628.0;0.0925670638680458;0.15664663910865784;0.032823596149683;29.649999618530273;12.753843307495117;0.06142939254641533;0.11555574089288712;0.031827885657548904;25.5;8.941329002380371
